channel_name,subscribers,category,views_counts,video_count,started_year,rank
"
T-Series
    ","252,000,000",Music,"237,488,717,837",Music,2006,1
"
SET India
    ","164,000,000",Shows,"153,562,562,482",Shows,2006,2
"
Sony SAB
    ","86,700,000",Shows,"106,373,500,472",Shows,2007,3
"
Colors TV
    ","68,200,000",Shows,"65,471,430,109",Shows,2008,4
"
Zee Music Company
    ","102,000,000",Music,"61,556,002,571",Music,2014,5
"
ChuChu TV Nursery Rhymes & Kids Songs
    ","68,500,000",Education,"48,012,185,336",Education,2013,6
"
Wave Music
    ","59,500,000",Music,"41,342,735,314",Music,2014,7
"
YRF
    ","56,800,000",Film & Animation,"37,545,079,015",Film & Animation,2006,8
"
Tips Official
    ","62,000,000",Music,"35,324,377,300",Music,2007,9
"
Vijay Television
    ","21,800,000",Entertainment,"33,261,234,887",Entertainment,2007,10
"
Infobells - Hindi
    ","56,900,000",Education,"32,804,274,867",Education,2014,11
"
T-Series Bhakti Sagar
    ","64,100,000",Music,"31,453,062,173",Music,2011,12
"
Sony Music India
    ","58,400,000",Music,"29,919,897,899",Music,2009,13
"
Speed Records
    ","43,000,000",Music,"27,487,097,366",Music,2012,14
"
Aaj Tak
    ","59,700,000",News & Politics,"27,056,790,361",News & Politics,2009,15
"
Aditya Music India
    ","29,200,000",Music,"26,967,421,316",Music,2008,16
"
Goldmines
    ","91,600,000",Film & Animation,"26,313,512,673",Film & Animation,2012,17
"
KL BRO Biju Rithvik
    ","33,900,000",Entertainment,"26,055,972,847",Entertainment,2020,18
"
Sun TV
    ","25,200,000",People & Blogs,"24,802,399,903",People & Blogs,2016,19
"
T-Series Bollywood Classics
    ","37,300,000",Music,"24,001,998,548",Music,2012,20
"
etvteluguindia
    ","19,900,000",Entertainment,"23,957,284,940",Entertainment,2010,21
"
Shemaroo
    ","49,800,000",Entertainment,"23,389,753,677",Entertainment,2007,22
"
Shorts Break
    ","32,600,000",Comedy,"22,128,396,564",Comedy,2021,23
"
T-Series Apna Punjab
    ","35,300,000",Music,"22,118,434,190",Music,2011,24
"
Dushyant kukreja
    ","33,800,000",Entertainment,"20,569,250,056",Entertainment,2015,25
"
ZEE5
    ","14,700,000",Entertainment,"19,052,524,551",Entertainment,2018,26
"
Zee News
    ","32,900,000",News & Politics,"18,895,759,663",News & Politics,2007,27
"
infobells - Tamil
    ","30,100,000",Education,"18,636,898,237",Education,2014,28
"
Mazhavil Manorama
    ","16,700,000",Entertainment,"17,910,342,953",Entertainment,2011,29
"
Goldmines Gaane Sune Ansune
    ","39,700,000",Music,"17,582,904,246",Music,2015,30
"
IndiaTV
    ","37,300,000",News & Politics,"17,443,383,075",News & Politics,2006,31
"
WowKidz
    ","33,500,000",Film & Animation,"17,369,611,464",Film & Animation,2015,32
"
Worldwide Records Bhojpuri
    ","32,700,000",Music,"16,983,008,674",Music,2012,33
"
Jkk Entertainment
    ","37,400,000",Comedy,"16,588,028,826",Comedy,2017,34
"
Tarang TV
    ","8,170,000",Entertainment,"16,469,272,283",Entertainment,2012,35
"
Dangal TV Channel
    ","24,900,000",Entertainment,"16,098,138,242",Entertainment,2017,36
"
Ultra Bollywood
    ","37,600,000",Trailers,"15,971,421,110",Trailers,2009,37
"
Asianet
    ","9,830,000",Entertainment,"15,905,253,732",Entertainment,2008,38
"
infobells - Telugu
    ","30,000,000",Education,"15,790,890,407",Education,2014,39
"
Rajshri
    ","34,500,000",Music,"15,644,554,687",Music,2006,40
"
Ishaan Ali 11
    ","25,600,000",People & Blogs,"15,069,538,913",People & Blogs,2016,41
"
Gulshan Kalra
    ","30,600,000",Howto & Style,"14,160,344,464",Howto & Style,2018,42
"
ABP NEWS
    ","38,700,000",People & Blogs,"14,126,308,378",People & Blogs,2012,43
"
Priyal Kukreja
    ","24,500,000",People & Blogs,"14,069,915,253",People & Blogs,2021,44
"
ETV Jabardasth
    ","14,300,000",People & Blogs,"14,013,713,800",People & Blogs,2015,45
"
BehindwoodsTV
    ","13,600,000",Entertainment,"13,444,438,727",Entertainment,2010,46
"
LittleGlove
    ","13,400,000",People & Blogs,"13,223,574,473",People & Blogs,2020,47
"
Kashvi Adlakha
    ","16,000,000",Entertainment,"13,085,844,834",Entertainment,2017,48
"
Geet MP3
    ","34,600,000",Music,"13,078,727,096",Music,2016,49
"
Taarak Mehta Ka Ooltah Chashmah
    ","18,800,000",Entertainment,"12,830,209,316",Entertainment,2014,50
"
Lahari Music - TSeries
    ","17,200,000",Music,"12,311,500,277",Music,2011,51
"
LIV Crime
    ","23,100,000",People & Blogs,"12,291,035,723",People & Blogs,2020,52
"
Flowers Comedy
    ","12,900,000",Entertainment,"12,270,015,856",Entertainment,2015,53
"
Neetu Bisht
    ","17,900,000",Entertainment,"12,148,108,888",Entertainment,2011,54
"
Apu Alone
    ","9,960,000",Comedy,"12,014,277,805",Comedy,2021,55
"
TV9 Bharatvarsh
    ","17,100,000",People & Blogs,"11,951,659,305",People & Blogs,2018,56
"
SEVENGERS
    ","15,500,000",Comedy,"11,526,406,465",Comedy,2018,57
"
KHANDESHI MOVIES
    ","33,500,000",Comedy,"11,517,757,950",Comedy,2013,58
"
Bobby chourasiya
    ","22,000,000",People & Blogs,"11,485,856,251",People & Blogs,2019,59
"
Azhan5star
    ","25,700,000",Entertainment,"11,406,385,348",Entertainment,2021,60
"
The Lallantop
    ","26,400,000",News & Politics,"11,342,909,138",News & Politics,2015,61
"
White Hill Music
    ","23,300,000",Entertainment,"11,296,470,625",Entertainment,2014,62
"
Polimer News
    ","9,380,000",News & Politics,"11,098,680,852",News & Politics,2014,63
"
Aditya Movies
    ","30,200,000",Movies,"11,076,913,864",Movies,2012,64
"
Sony Music South
    ","16,200,000",Music,"11,069,189,536",Music,2014,65
"
Family Fitness
    ","13,000,000",Entertainment,"10,754,023,710",Entertainment,2017,66
"
Tilak
    ","26,300,000",Film & Animation,"10,662,056,366",Film & Animation,2020,67
"
Heroindori
    ","27,800,000",Comedy,"10,577,441,018",Comedy,2020,68
"
Cheri's World
    ","16,300,000",People & Blogs,"10,564,326,702",People & Blogs,2014,69
"
The Vishal bhatt
    ","15,600,000",Comedy,"10,543,932,399",Comedy,2021,70
"
Techno Gamerz
    ","36,600,000",Gaming,"10,503,671,551",Gaming,2017,71
"
Sourav Joshi Vlogs
    ","23,200,000",People & Blogs,"10,473,783,448",People & Blogs,2019,72
"
unknown boy varun
    ","25,700,000",Music,"10,354,875,277",Music,2016,73
"
Desi Music Factory
    ","33,700,000",Music,"10,336,187,494",Music,2014,74
"
ABP MAJHA
    ","11,700,000",News & Politics,"10,306,836,877",News & Politics,2014,75
"
spider-maaaaaaan / ã¹ãã¤ãã¼ã¡ã¼ã³
    ","14,400,000",,"10,223,804,693",,2022,76
"
Sun Bangla
    ","9,360,000",Entertainment,"10,211,634,697",Entertainment,2018,77
"
V6 News Telugu
    ","9,510,000",News & Politics,"10,188,775,411",News & Politics,2013,78
"
Thanthi TV
    ","8,990,000",News & Politics,"10,120,141,082",News & Politics,2012,79
"
Volga Video
    ","16,000,000",Film & Animation,"9,921,470,988",Film & Animation,2012,80
"
TV9 Telugu Live
    ","10,800,000",Entertainment,"9,881,220,410",Entertainment,2011,81
"
SriBalajiMovies
    ","17,200,000",Entertainment,"9,879,966,962",Entertainment,2011,82
"
A2 Motivation by Arvind Arora
    ","16,100,000",Entertainment,"9,802,656,350",Entertainment,2017,83
"
Green Gold TV - Official Channel
    ","20,300,000",Film & Animation,"9,778,900,755",Film & Animation,2011,84
"
Prime Video India
    ","18,900,000",Entertainment,"9,697,097,382",Entertainment,2016,85
"
Aayu and Pihu Show
    ","17,100,000",Comedy,"9,658,257,426",Comedy,2017,86
"
Manorama News
    ","8,360,000",News & Politics,"9,592,499,313",News & Politics,2014,87
"
Republic Bharat
    ","18,600,000",News & Politics,"9,578,413,074",News & Politics,2019,88
"
The geeta gurjar
    ","15,500,000",,"9,478,474,198",,2021,89
"
Akshay Nagwadiya
    ","28,400,000",Entertainment,"9,472,946,586",Entertainment,2017,90
"
Goldmines Bollywood
    ","27,800,000",Film & Animation,"9,139,345,654",Film & Animation,2015,91
"
Goldmines Dishoom
    ","29,300,000",Film & Animation,"9,122,917,712",Film & Animation,2016,92
"
THE BROWN SIBLINGS
    ","15,600,000",Entertainment,"9,024,175,039",Entertainment,2016,93
"
Pop Chartbusters
    ","17,400,000",Music,"9,018,407,389",Music,2011,94
"
VENDY YADUWANSHI
    ","12,800,000",Entertainment,"8,991,011,347",Entertainment,2020,95
"
STAR à¤­à¤¾à¤°à¤¤
    ","12,500,000",People & Blogs,"8,970,779,133",People & Blogs,2007,96
"
News 24
    ","18,200,000",News & Politics,"8,962,817,801",News & Politics,2014,97
"
jaanvi patel
    ","20,300,000",People & Blogs,"8,895,933,993",People & Blogs,2018,98
"
Wow Kidz Action
    ","20,100,000",Film & Animation,"8,768,688,605",Film & Animation,2017,99
"
Vijay Kumar Viner Vlogs
    ","16,100,000",Entertainment,"8,766,497,143",Entertainment,2019,100
"
RS 1313 SHORTS
    ","15,300,000",Entertainment,"8,733,947,418",Entertainment,2020,101
"
Right to Shiksha
    ","13,800,000",Education,"8,665,159,179",Education,2020,102
"
Harpreet SDC
    ","11,500,000",Entertainment,"8,585,499,858",Entertainment,2019,103
"
prashu__baby
    ","9,360,000",Entertainment,"8,582,905,814",Entertainment,2011,104
"
Infobells Bangla
    ","16,900,000",Education,"8,546,803,602",Education,2016,105
"
ABPLIVE
    ","26,200,000",People & Blogs,"8,543,866,172",People & Blogs,2017,106
"
Netflix India
    ","22,600,000",People & Blogs,"8,442,880,628",People & Blogs,2016,107
"
deepesh zo
    ","19,900,000",People & Blogs,"8,325,886,723",People & Blogs,2021,108
"
Raj Grover
    ","10,900,000",Entertainment,"8,287,682,418",Entertainment,2021,109
"
Busy Fun Ltd
    ","19,600,000",,"8,258,917,681",,2019,110
"
Shemaroo Movies
    ","29,900,000",Entertainment,"8,218,556,187",Entertainment,2011,111
"
Sony LIV
    ","16,700,000",Entertainment,"8,169,728,974",Entertainment,2014,112
"
Crazy XYZ
    ","28,400,000",Entertainment,"8,143,307,355",Entertainment,2017,113
"
Saregama TV Shows Tamil
    ","7,430,000",People & Blogs,"8,109,151,098",People & Blogs,2018,114
"
Anand Audio
    ","11,100,000",Music,"8,094,050,544",Music,2011,115
"
Fun For Kids TV - Hindi Rhymes
    ","18,300,000",Entertainment,"8,090,223,661",Entertainment,2017,116
"
Pari's Lifestyle
    ","12,600,000",People & Blogs,"7,942,249,601",People & Blogs,2018,117
"
Zee Kids
    ","13,000,000",Film & Animation,"7,928,542,223",Film & Animation,2012,118
"
NTV Telugu
    ","7,760,000",News & Politics,"7,899,175,161",News & Politics,2014,119
"
Sonotek
    ","19,400,000",Entertainment,"7,718,244,709",Entertainment,2011,120
"
NMF News
    ","17,000,000",News & Politics,"7,683,956,203",News & Politics,2013,121
"
ETV Dhee
    ","10,500,000",People & Blogs,"7,661,079,943",People & Blogs,2017,122
"
Kiddiestv Hindi - Nursery Rhymes & Kids Songs
    ","21,000,000",Education,"7,590,088,688",Education,2017,123
"
Anupam Movie Songs
    ","11,500,000",Music,"7,530,071,970",Music,2018,124
"
Paayal Tena Short Videos
    ","10,500,000",People & Blogs,"7,470,192,906",People & Blogs,2021,125
"
mallemalatv
    ","8,490,000",Entertainment,"7,424,298,434",Entertainment,2014,126
"
CHANDAN ART ACADEMY
    ","9,810,000",Education,"7,264,632,321",Education,2016,127
"
VikatanTV
    ","7,300,000",Shows,"7,238,036,484",Shows,2011,128
"
TeluguOne
    ","9,820,000",Comedy,"7,221,011,069",Comedy,2006,129
"
123 GO! Hindi
    ","10,700,000",Entertainment,"7,076,750,965",Entertainment,2019,130
"
LIV Comedy
    ","11,600,000",Entertainment,"7,048,287,601",Entertainment,2020,131
"
Pen Movies
    ","25,300,000",Film & Animation,"7,024,975,489",Film & Animation,2014,132
"
Ruh
    ","12,400,000",People & Blogs,"7,003,489,389",People & Blogs,2021,133
"
infobells - Kannada
    ","14,900,000",Education,"6,988,612,034",Education,2014,134
"
sagar kalra (Shorts)
    ","17,200,000",People & Blogs,"6,920,890,934",People & Blogs,2017,135
"
SVF
    ","11,700,000",Music,"6,883,757,819",Music,2006,136
"
Kids TV India Hindi Nursery Rhymes
    ","14,200,000",Shows,"6,877,700,508",Shows,2014,137
"
NDTV India
    ","15,400,000",News & Politics,"6,827,577,879",News & Politics,2008,138
"
Mukesh jaiswal
    ","10,800,000",People & Blogs,"6,731,242,307",People & Blogs,2017,139
"
Sangeeth Kumar
    ","10,400,000",People & Blogs,"6,700,823,417",People & Blogs,2021,140
"
Akash Parihar
    ","9,400,000",People & Blogs,"6,639,170,575",People & Blogs,2021,141
"
Bihari Ladka
    ","11,300,000",Gaming,"6,636,019,514",Gaming,2017,142
"
SagaHits
    ","12,000,000",Music,"6,586,335,903",Music,2010,143
"
Voot
    ","8,740,000",People & Blogs,"6,562,923,597",People & Blogs,2016,144
"
SRK MUSIC
    ","15,600,000",Music,"6,559,926,146",Music,2012,145
"
Samayra Narula Official
    ","11,100,000",People & Blogs,"6,528,941,665",People & Blogs,2020,146
"
Noman Official
    ","18,300,000",Comedy,"6,505,297,178",Comedy,2019,147
"
MY FAMILY
    ","16,300,000",,"6,469,402,962",,2019,148
"
Vikram Singh Fitness
    ","6,920,000",Sports,"6,458,308,970",Sports,2018,149
"
Village Cooking Channel
    ","22,900,000",Howto & Style,"6,430,499,374",Howto & Style,2018,150
"
Enterr10 Rangeela
    ","12,800,000",Entertainment,"6,388,676,773",Entertainment,2017,151
"
Paytm
    ","571,000",People & Blogs,"6,377,423,330",People & Blogs,2013,152
"
Nirahua Music World
    ","12,400,000",Music,"6,376,236,538",Music,2014,153
"
Artist Shikha Sharma
    ","9,570,000",Entertainment,"6,339,597,151",Entertainment,2019,154
"
Zee 24 Taas
    ","8,030,000",News & Politics,"6,332,597,345",News & Politics,2010,155
"
asianetnews
    ","8,410,000",News & Politics,"6,291,104,809",News & Politics,2008,156
"
Mor Haryanvi
    ","12,200,000",Music,"6,290,297,552",Music,2015,157
"
Shalimar Telugu & Hindi Movies
    ","8,340,000",Entertainment,"6,246,222,013",Entertainment,2013,158
"
ADHARV & COUSINS JOURNEY
    ","6,330,000",Entertainment,"6,234,588,063",Entertainment,2020,159
"
T-Series Telugu
    ","8,700,000",Music,"6,155,457,745",Music,2014,160
"
Jass Records
    ","13,000,000",Music,"6,148,596,896",Music,2014,161
"
Galatta Tamil | à®à®²à®¾à®à¯à®à®¾ à®¤à®®à®¿à®´à¯
    ","7,670,000",Entertainment,"6,123,239,804",Entertainment,2010,162
"
Ankita Bhawsar
    ","12,100,000",People & Blogs,"6,110,707,996",People & Blogs,2017,163
"
Shivam Malik
    ","8,770,000",Education,"6,065,999,249",Education,2012,164
"
Sidharrth TV
    ","8,180,000",Entertainment,"6,021,912,360",Entertainment,2016,165
"
MR. INDIAN HACKER
    ","33,500,000",Science & Technology,"6,012,094,277",Science & Technology,2012,166
"
Asli Mona Official
    ","11,400,000",Comedy,"5,980,782,514",Comedy,2021,167
"
Priyankka Tyagi
    ","9,760,000",Comedy,"5,908,036,750",Comedy,2021,168
"
Colors Bangla
    ","10,000,000",Entertainment,"5,856,727,201",Entertainment,2010,169
"
Total Gaming
    ","36,700,000",Gaming,"5,825,073,909",Gaming,2018,170
"
Venus Entertainment
    ","24,700,000",Entertainment,"5,803,956,507",Entertainment,2010,171
"
Kanak News
    ","7,150,000",News & Politics,"5,735,126,913",News & Politics,2011,172
"
Oggy Hindi - à¤¹à¤¿à¤¨à¥à¤¦à¥
    ","10,800,000",Entertainment,"5,725,525,143",Entertainment,2019,173
"
Palli Gram TV
    ","8,770,000",,"5,710,025,518",,2017,174
"
Ketan mehta
    ","8,900,000",People & Blogs,"5,667,904,011",People & Blogs,2020,175
"
Peppa Pig Hindi
    ","11,900,000",Film & Animation,"5,633,890,993",Film & Animation,2018,176
"
Suyash Vlogs
    ","5,440,000",Entertainment,"5,631,285,875",Entertainment,2015,177
"
Goldmines Great Indian Comedy
    ","20,500,000",Film & Animation,"5,608,091,853",Film & Animation,2016,178
"
Pradeep life vlogs
    ","11,400,000",Entertainment,"5,552,058,221",Entertainment,2016,179
"
PuthiyathalaimuraiTV
    ","9,930,000",News & Politics,"5,543,551,603",News & Politics,2012,180
"
Dharma Productions
    ","10,600,000",Film & Animation,"5,456,343,401",Film & Animation,2010,181
"
RS 1313 LIVE
    ","7,050,000",Gaming,"5,452,148,933",Gaming,2020,182
"
à¤®à¤¾à¤¶à¤¾ à¤à¤à¤¡ à¤¦ à¤¬à¥à¤¯à¤°
    ","12,300,000",Film & Animation,"5,426,233,281",Film & Animation,2017,183
"
Awez Darbar
    ","11,700,000",Entertainment,"5,425,177,440",Entertainment,2014,184
"
aman dancer real
    ","10,600,000",Entertainment,"5,423,177,382",Entertainment,2020,185
"
Sathiyam News
    ","5,810,000",News & Politics,"5,412,861,274",News & Politics,2015,186
"
INDIA EAT MANIA
    ","6,100,000",Entertainment,"5,399,584,024",Entertainment,2019,187
"
T-Series Regional
    ","14,400,000",Entertainment,"5,377,706,460",Entertainment,2011,188
"
ChuChuTV Hindi
    ","11,800,000",Education,"5,325,217,896",Education,2018,189
"
Chimkandi
    ","11,400,000",Comedy,"5,319,283,069",Comedy,2016,190
"
Gauravaroravlogs 
    ","5,950,000",Entertainment,"5,316,083,900",Entertainment,2015,191
"
LIV Kids Hindi
    ","9,030,000",Education,"5,315,250,631",Education,2016,192
"
infobells
    ","14,000,000",Education,"5,310,760,258",Education,2011,193
"
Adaah Queen
    ","13,200,000",Entertainment,"5,300,953,725",Entertainment,2020,194
"
Kurulus Osman Urdu by atv
    ","7,870,000",Entertainment,"5,287,417,937",Entertainment,2021,195
"
Jugnu Kids - Nursery Rhymes and Best Baby Songs
    ","12,800,000",Education,"5,273,900,578",Education,2015,196
"
Wave Music Bhakti 
    ","12,800,000",Music,"5,257,995,999",Music,2011,197
"
Foodie Incarnate
    ","5,440,000",People & Blogs,"5,255,457,400",People & Blogs,2016,198
"
Ayan Mechanic
    ","4,990,000",Science & Technology,"5,197,123,802",Science & Technology,2020,199
"
zoom
    ","7,430,000",Entertainment,"5,193,441,077",Entertainment,2007,200
"
NDTV
    ","12,800,000",Entertainment,"5,193,339,875",Entertainment,2006,201
"
NEXT9NEWS à¤¹à¤° à¤à¤¬à¤° à¤à¤ª à¤¤à¤
    ","11,500,000",Entertainment,"5,187,640,914",Entertainment,2014,202
"
VYRLOriginals
    ","12,000,000",Music,"5,141,583,511",Music,2015,203
"
RDC Gujarati
    ","11,800,000",Music,"5,092,313,394",Music,2013,204
"
ARE YOU HUNGRY
    ","7,370,000",Entertainment,"5,070,990,589",Entertainment,2020,205
"
MyMissAnand
    ","13,700,000",People & Blogs,"5,064,994,503",People & Blogs,2014,206
"
Rathore Cassettes
    ","12,600,000",Music,"5,046,745,905",Music,2013,207
"
utkal cartoonworld
    ","7,610,000",,"5,036,199,001",,2008,208
"
Hungry Birds
    ","9,460,000",Education,"5,035,791,026",Education,2016,209
"
Bindass Kavya
    ","10,900,000",,"5,012,697,714",,2017,210
"
UP Tak
    ","9,000,000",News & Politics,"4,967,698,051",News & Politics,2018,211
"
Taarak Mehta Ka Ooltah Chashmah Episodes
    ","3,030,000",Comedy,"4,952,752,471",Comedy,2020,212
"
Sonam Prajapati team
    ","8,830,000",People & Blogs,"4,952,212,120",People & Blogs,2019,213
"
RKD Studios
    ","20,600,000",Entertainment,"4,938,476,796",Entertainment,2014,214
"
seeVi la
    ","4,690,000",Comedy,"4,918,570,247",Comedy,2015,215
"
Telugu Filmnagar
    ","12,400,000",Entertainment,"4,912,691,838",Entertainment,2011,216
"
Saregama Hum Bhojpuri
    ","12,500,000",Music,"4,890,531,759",Music,2019,217
"
IndiaGlitz Tamil
    ","6,740,000",Entertainment,"4,884,210,310",Entertainment,2010,218
"
Saas Bahu Aur Betiyaan
    ","6,670,000",People & Blogs,"4,878,824,332",People & Blogs,2015,219
"
CHINNU_6542
    ","5,540,000",Entertainment,"4,866,543,092",Entertainment,2015,220
"
Sandeep Bhatt Vlogs
    ","7,740,000",People & Blogs,"4,841,201,960",People & Blogs,2020,221
"
ChuChuTV Learning with Surprise Eggs
    ","8,230,000",Education,"4,839,135,972",Education,2015,222
"
Crafter Aditi
    ","10,100,000",Howto & Style,"4,831,197,529",Howto & Style,2014,223
"
BB Ki Vines
    ","26,300,000",Entertainment,"4,825,681,963",Entertainment,2015,224
"
Gem Tunes Haryanvi
    ","2,800,000",Entertainment,"4,824,299,790",Entertainment,2017,225
"
Single Track Studio
    ","11,900,000",Entertainment,"4,815,884,779",Entertainment,2010,226
"
The MriDul
    ","16,000,000",Comedy,"4,807,676,871",Comedy,2015,227
"
Lokdhun Punjabi
    ","13,200,000",Music,"4,791,627,869",Music,2010,228
"
Oneindia Hindi | à¤µà¤¨à¤à¤à¤¡à¤¿à¤¯à¤¾ à¤¹à¤¿à¤à¤¦à¥
    ","12,000,000",News & Politics,"4,747,207,546",News & Politics,2015,229
"
News Nation
    ","11,600,000",News & Politics,"4,738,139,564",News & Politics,2012,230
"
Cute.Shivani.05
    ","12,800,000",People & Blogs,"4,634,777,306",People & Blogs,2021,231
"
Times Music
    ","12,400,000",Music,"4,625,780,578",Music,2010,232
"
ChuChuTV Bangla
    ","7,710,000",,"4,568,902,185",,2019,233
"
BLUE BOX
    ","6,080,000",,"4,558,224,603",,2020,234
"
Koo Koo TV - Hindi
    ","12,100,000",Education,"4,551,807,973",Education,2017,235
"
Abhay Bhadoriya
    ","9,880,000",Entertainment,"4,524,154,897",Entertainment,2018,236
"
CKM
    ","12,500,000",Comedy,"4,517,883,267",Comedy,2018,237
"
Indore Physical Academy
    ","15,300,000",People & Blogs,"4,496,356,052",People & Blogs,2014,238
"
StudyIQ IAS
    ","15,600,000",Education,"4,482,415,247",Education,2015,239
"
TV5 News 
    ","4,770,000",News & Politics,"4,477,118,856",News & Politics,2011,240
"
Sanjoy Das Official
    ","14,900,000",Entertainment,"4,475,305,190",Entertainment,2015,241
"
Sumeet Music
    ","7,300,000",Entertainment,"4,465,306,910",Entertainment,2013,242
"
Hindustan Times
    ","6,160,000",News & Politics,"4,464,797,713",News & Politics,2005,243
"
WION
    ","8,180,000",News & Politics,"4,442,597,823",News & Politics,2016,244
"
Chetak
    ","10,500,000",Music,"4,420,465,731",Music,2011,245
"
Pjdivya Official
    ","9,210,000",People & Blogs,"4,384,635,983",People & Blogs,2014,246
"
Nisha Lambha
    ","6,370,000",,"4,368,174,272",,2012,247
